date,home_team,away_team,home_score,away_score,tournament,country,neutral
2011-03-27,Algeria,Morocco,1,0,African Nations Cup qualifier,Algeria,False
2011-03-27,Ivory Coast,Benin,2,1,African Nations Cup qualifier,Ghana,True
2011-03-27,Saint Kitts and Nevis,Grenada,0,0,Friendly,Saint Kitts and Nevis,False
2011-03-27,Brazil,Scotland,2,0,Friendly,England,True
2011-03-28,Libya,Comoros,3,0,African Nations Cup qualifier,Mali,True
2011-03-28,Guatemala,Bolivia,1,1,Friendly,Guatemala,False
2011-03-29,Germany,Australia,1,2,Friendly,Germany,False
2011-03-29,China,Honduras,3,0,Friendly,China,False
2011-03-29,Sri Lanka,Tajikistan,0,2,Friendly,Sri Lanka,False
2011-03-29,Jordan,North Korea,1,1,Friendly,United Arab Emirates,True
2011-03-29,Kuwait,Iraq,1,0,Friendly,United Arab Emirates,True
2011-03-29,Oman,Tunisia,2,1,Friendly,Oman,False
2011-03-29,Qatar,Russia,1,1,Friendly,Qatar,False
2011-03-29,Nigeria,Kenya,3,0,Friendly,Nigeria,False
2011-03-29,England,Ghana,1,1,Friendly,England,False
2011-03-29,Equatorial Guinea,Gambia,1,0,Friendly,Equatorial Guinea,False
2011-03-29,United States,Paraguay,0,1,Friendly,United States,False
2011-03-29,Canada,Belarus,1,0,Friendly,Turkey,True
2011-03-29,Costa Rica,Argentina,0,0,Friendly,Costa Rica,False
2011-03-29,El Salvador,Jamaica,2,3,Friendly,El Salvador,False
2011-03-29,Mexico,Venezuela,1,1,Friendly,United States,True
2011-03-29,Cuba,Panama,0,2,Friendly,Cuba,False
2011-03-29,Ireland,Uruguay,2,3,Friendly,Ireland,False
2011-03-29,Chile,Colombia,2,0,Friendly,Netherlands,True
2011-03-29,Ecuador,Peru,0,0,Friendly,Netherlands,True
2011-03-29,Northern Ireland,Slovenia,0,0,European Championship qual,Northern Ireland,False
2011-03-29,Turkey,Austria,2,0,European Championship qual,Turkey,False
2011-03-29,Netherlands,Hungary,5,3,European Championship qual,Netherlands,False
2011-03-29,Belgium,Azerbaijan,4,1,European Championship qual,Belgium,False
2011-03-29,France,Croatia,0,0,Friendly,France,False
2011-03-29,Sweden,Moldova,2,1,European Championship qual,Sweden,False
2011-03-29,Ukraine,Italy,0,2,Friendly,Ukraine,False
2011-03-29,Portugal,Finland,2,0,Friendly,Portugal,False
2011-03-29,Romania,Luxembourg,3,1,European Championship qual,Romania,False
2011-03-29,Slovakia,Denmark,1,2,Friendly,Slovakia,False
2011-03-29,Estonia,Serbia,1,1,European Championship qual,Estonia,False
2011-03-29,Greece,Poland,0,0,Friendly,Greece,False
2011-03-29,Lithuania,Spain,1,3,European Championship qual,Lithuania,False
2011-03-29,Cyprus,Bulgaria,0,1,Friendly,Cyprus,False
2011-03-29,Israel,Georgia,1,0,European Championship qual,Israel,False
2011-03-29,Czechia,Liechtenstein,2,0,European Championship qual,Czechia,False
2011-04-02,Grenada,Saint Kitts and Nevis,0,1,Friendly,Grenada,False
2011-04-03,Tahiti,New Caledonia,1,3,Friendly,Tahiti,False
2011-04-06,Tahiti,New Caledonia,1,0,Friendly,Tahiti,False
2011-04-07,Nepal,Afghanistan,1,0,Asian Cup & Asian Chlg Cup q,Nepal,False
2011-04-07,North Korea,Sri Lanka,4,0,Asian Cup & Asian Chlg Cup q,Nepal,True
2011-04-09,Afghanistan,Sri Lanka,1,0,Asian Cup & Asian Chlg Cup q,Nepal,True
2011-04-09,Nepal,North Korea,0,1,Asian Cup & Asian Chlg Cup q,Nepal,False
2011-04-11,North Korea,Afghanistan,2,0,Asian Cup & Asian Chlg Cup q,Nepal,True
2011-04-11,Nepal,Sri Lanka,0,0,Asian Cup & Asian Chlg Cup q,Nepal,False
2011-04-20,Argentina,Ecuador,2,2,Friendly,Argentina,False
2011-04-23,Mozambique,Tanzania,2,0,Friendly,Mozambique,False
2011-05-04,New Caledonia,Reunion,2,4,Friendly,New Caledonia,False
2011-05-07,New Caledonia,Reunion,1,3,Friendly,New Caledonia,False
2011-05-14,Tanzania,South Africa,0,1,Friendly,Tanzania,False
2011-05-20,Guyana,Barbados,1,0,Friendly,Guyana,False
2011-05-22,Guyana,Barbados,3,2,Friendly,Guyana,False
2011-05-24,Ireland,Northern Ireland,5,0,Friendly tournament,Ireland,False
2011-05-25,Swaziland,Botswana,0,0,Friendly,Swaziland,False
2011-05-25,Argentina,Paraguay,4,2,Friendly tournament,Argentina,False
2011-05-25,Scotland,Wales,3,1,Friendly tournament,Ireland,True
2011-05-26,Cuba,Nicaragua,1,1,Friendly,Cuba,False
2011-05-27,Barbados,St Vincent & Grenadines,0,0,Friendly,Barbados,False
2011-05-27,Grenada,Antigua and Barbuda,2,2,Friendly,Grenada,False
2011-05-27,Wales,Northern Ireland,2,0,Friendly tournament,Ireland,True
2011-05-28,Ethiopia,Sudan,1,2,Friendly,Ethiopia,False
2011-05-28,Ecuador,Mexico,1,1,Friendly,United States,True
2011-05-28,Cuba,Nicaragua,2,1,Friendly,Cuba,False
2011-05-29,Tunisia,Central African Republic,3,0,Friendly,Tunisia,False
2011-05-29,Swaziland,Malawi,1,1,Friendly,Swaziland,False
2011-05-29,El Salvador,Honduras,2,2,Friendly,United States,True
2011-05-29,Barbados,Guyana,1,1,Friendly,Barbados,False
2011-05-29,Panama,Grenada,2,0,Friendly,Panama,False
2011-05-29,Germany,Uruguay,2,1,Friendly,Germany,False
2011-05-29,Ireland,Scotland,1,0,Friendly tournament,Ireland,False
2011-06-01,Japan,Peru,0,0,Friendly tournament,Japan,False
2011-06-01,Ukraine,Uzbekistan,2,0,Friendly,Ukraine,False
2011-06-01,Ethiopia,Sudan,1,1,Friendly,Ethiopia,False
2011-06-01,Nigeria,Argentina,4,1,Friendly,Nigeria,False
2011-06-01,Canada,Ecuador,2,2,Friendly,Canada,False
2011-06-01,Guatemala,Venezuela,0,2,Friendly,Guatemala,False
2011-06-01,Mexico,New Zealand,3,0,Friendly,United States,True
2011-06-03,South Korea,Serbia,2,1,Friendly,South Korea,False
2011-06-03,Hong Kong,Malaysia,1,1,Friendly,Hong Kong,False
2011-06-03,Ghana,Congo,3,1,African Nations Cup qualifier,Ghana,False
2011-06-03,Austria,Germany,1,2,European Championship qual,Austria,False
2011-06-03,Luxembourg,Hungary,0,1,Friendly,Luxembourg,False
2011-06-03,Belgium,Turkey,1,1,European Championship qual,Belgium,False
2011-06-03,Belarus,France,1,1,European Championship qual,Belarus,False
2011-06-03,Moldova,Sweden,1,4,European Championship qual,Moldova,False
2011-06-03,Italy,Estonia,3,0,European Championship qual,Italy,False
2011-06-03,San Marino,Finland,0,1,European Championship qual,San Marino,False
2011-06-03,Romania,Bosnia and Herzegovina,3,0,European Championship qual,Romania,False
2011-06-03,Liechtenstein,Lithuania,2,0,European Championship qual,Liechtenstein,False
2011-06-03,Croatia,Georgia,2,1,European Championship qual,Croatia,False
2011-06-03,Faroe Islands,Slovenia,0,2,European Championship qual,Faroe Islands,False
2011-06-03,Kazakhstan,Azerbaijan,2,1,European Championship qual,Kazakhstan,False
2011-06-04,Uganda,Guinea-Bissau,2,0,African Nations Cup qualifier,Uganda,False
2011-06-04,Zambia,Mozambique,3,0,African Nations Cup qualifier,Zambia,False
2011-06-04,Sierra Leone,Niger,1,0,African Nations Cup qualifier,Sierra Leone,False
2011-06-04,Morocco,Algeria,4,0,African Nations Cup qualifier,Morocco,False
2011-06-04,Cameroon,Senegal,0,0,African Nations Cup qualifier,Cameroon,False
2011-06-04,Namibia,Burkina Faso,1,4,African Nations Cup qualifier,Namibia,False
2011-06-04,United States,Spain,0,4,Friendly,United States,False
2011-06-04,Brazil,Netherlands,0,0,Friendly,Brazil,False
2011-06-04,Bolivia,Paraguay,0,2,Friendly,Bolivia,False
2011-06-04,Czechia,Peru,0,0,Friendly tournament,Japan,True
2011-06-04,England,Switzerland,2,2,European Championship qual,England,False
2011-06-04,Portugal,Norway,1,0,European Championship qual,Portugal,False
2011-06-04,Russia,Armenia,3,1,European Championship qual,Russia,False
2011-06-04,Iceland,Denmark,0,2,European Championship qual,Iceland,False
2011-06-04,Latvia,Israel,1,2,European Championship qual,Latvia,False
2011-06-04,Montenegro,Bulgaria,1,1,European Championship qual,Montenegro,False
2011-06-04,Macedonia,Ireland,0,2,European Championship qual,Macedonia,False
2011-06-04,Greece,Malta,3,1,European Championship qual,Greece,False
2011-06-04,Slovakia,Andorra,1,0,European Championship qual,Slovakia,False
2011-06-05,Australia,New Zealand,3,0,Friendly,Australia,False
2011-06-05,China,Uzbekistan,1,0,Friendly,China,False
2011-06-05,Egypt,South Africa,0,0,African Nations Cup qualifier,Egypt,False
2011-06-05,Angola,Kenya,1,0,African Nations Cup qualifier,Angola,False
2011-06-05,Central African Republic,Tanzania,2,1,African Nations Cup qualifier,Central African Republic,False
2011-06-05,Zimbabwe,Mali,2,1,African Nations Cup qualifier,Zimbabwe,False
2011-06-05,Guinea,Madagascar,4,1,African Nations Cup qualifier,Guinea,False
2011-06-05,Mauritius,DR Congo,1,2,African Nations Cup qualifier,Mauritius,False
2011-06-05,Ethiopia,Nigeria,2,2,African Nations Cup qualifier,Ethiopia,False
2011-06-05,Burundi,Rwanda,3,1,African Nations Cup qualifier,Burundi,False
2011-06-05,Swaziland,Sudan,1,2,African Nations Cup qualifier,Swaziland,False
2011-06-05,Tunisia,Chad,5,0,African Nations Cup qualifier,Tunisia,False
2011-06-05,Comoros,Libya,1,1,African Nations Cup qualifier,Comoros,False
2011-06-05,Botswana,Malawi,0,0,African Nations Cup qualifier,Botswana,False
2011-06-05,Benin,Ivory Coast,2,6,African Nations Cup qualifier,Benin,False
2011-06-05,Liberia,Cape Verde,1,0,African Nations Cup qualifier,Liberia,False
2011-06-05,Costa Rica,Cuba,5,0,CONCACAF Championship,United States,True
2011-06-05,Mexico,El Salvador,5,0,CONCACAF Championship,United States,True
2011-06-05,Poland,Argentina,2,1,Friendly,Poland,False
2011-06-06,Guatemala,Honduras,0,0,CONCACAF Championship,United States,True
2011-06-06,Jamaica,Grenada,4,0,CONCACAF Championship,United States,True
2011-06-06,Ukraine,France,1,4,Friendly,Ukraine,False
2011-06-07,Japan,Czechia,0,0,Friendly tournament,Japan,False
2011-06-07,Australia,Serbia,0,0,Friendly,Australia,False
2011-06-07,South Korea,Ghana,2,1,Friendly,South Korea,False
2011-06-07,Singapore,Maldives,4,0,Friendly,Singapore,False
2011-06-07,Gabon,Gambia,0,1,Friendly,Gabon,False
2011-06-07,Cameroon,Russia,0,0,Friendly,Austria,True
2011-06-07,United States,Canada,2,0,CONCACAF Championship,United States,False
2011-06-07,Panama,Guadeloupe,3,2,CONCACAF Championship,United States,True
2011-06-07,Brazil,Romania,1,0,Friendly,Brazil,False
2011-06-07,Paraguay,Bolivia,0,0,Friendly,Paraguay,False
2011-06-07,Ecuador,Greece,1,1,Friendly,United States,True
2011-06-07,Venezuela,Spain,0,3,Friendly,Venezuela,False
2011-06-07,Austria,Latvia,3,1,Friendly,Austria,False
2011-06-07,San Marino,Hungary,0,3,European Championship qual,San Marino,False
2011-06-07,Azerbaijan,Germany,1,3,European Championship qual,Azerbaijan,False
2011-06-07,Sweden,Finland,5,0,European Championship qual,Sweden,False
2011-06-07,Norway,Lithuania,1,0,Friendly,Norway,False
2011-06-07,Ireland,Italy,2,0,Friendly,Belgium,True
2011-06-07,Belarus,Luxembourg,2,0,European Championship qual,Belarus,False
2011-06-07,Faroe Islands,Estonia,2,0,European Championship qual,Faroe Islands,False
2011-06-07,Bosnia and Herzegovina,Albania,2,0,European Championship qual,Bosnia and Herzegovina,False
2011-06-08,China,North Korea,2,0,Friendly,China,False
2011-06-08,Uruguay,Netherlands,1,1,Friendly tournament,Uruguay,False
2011-06-09,Costa Rica,El Salvador,1,1,CONCACAF Championship,United States,True
2011-06-09,Mexico,Cuba,5,0,CONCACAF Championship,United States,True
2011-06-09,Poland,France,0,1,Friendly,Poland,False
2011-06-10,Jamaica,Guatemala,2,0,CONCACAF Championship,United States,True
2011-06-10,Honduras,Grenada,7,1,CONCACAF Championship,United States,True
2011-06-11,United States,Panama,1,2,CONCACAF Championship,United States,False
2011-06-11,Canada,Guadeloupe,1,0,CONCACAF Championship,United States,True
2011-06-11,Paraguay,Romania,2,0,Friendly,Paraguay,False
2011-06-12,Mexico,Costa Rica,4,1,CONCACAF Championship,United States,True
2011-06-12,El Salvador,Cuba,6,1,CONCACAF Championship,United States,True
2011-06-13,Guatemala,Grenada,4,0,CONCACAF Championship,United States,True
2011-06-13,Jamaica,Honduras,1,0,CONCACAF Championship,United States,True
2011-06-14,United States,Guadeloupe,1,0,CONCACAF Championship,United States,False
2011-06-14,Canada,Panama,1,1,CONCACAF Championship,United States,True
2011-06-15,Belize,Montserrat,5,2,World Cup qualifier,Trinidad and Tobago,True
2011-06-18,Malaysia,Myanmar,2,0,Friendly,Malaysia,False
2011-06-18,Costa Rica,Honduras,1,1,CONCACAF Championship,United States,True
2011-06-18,Mexico,Guatemala,2,1,CONCACAF Championship,United States,True
2011-06-19,United States,Jamaica,2,0,CONCACAF Championship,United States,False
2011-06-19,El Salvador,Panama,1,1,CONCACAF Championship,United States,True
2011-06-19,Anguilla,US Virgin Islands,0,0,Friendly,Anguilla,False
2011-06-19,Chile,Estonia,4,0,Friendly,Chile,False
2011-06-20,Argentina,Albania,4,0,Friendly,Argentina,False
2011-06-22,United States,Panama,1,0,CONCACAF Championship,United States,False
2011-06-22,Mexico,Honduras,2,0,CONCACAF Championship,United States,True
2011-06-23,Uruguay,Estonia,3,0,Friendly tournament,Uruguay,False
2011-06-23,Paraguay,Chile,0,0,Friendly,Paraguay,False
2011-06-25,Kenya,Sudan,1,2,Friendly,Kenya,False
2011-06-25,United States,Mexico,2,4,CONCACAF Championship,United States,False
2011-06-29,Sri Lanka,Philippines,1,1,World Cup qualifier,Sri Lanka,False
2011-06-29,Palestine,Afghanistan,2,0,World Cup qualifier,Tajikistan,True
2011-06-29,Mongolia,Myanmar,1,0,World Cup qualifier,Mongolia,False
2011-06-29,Vietnam,Macao,6,0,World Cup qualifier,Vietnam,False
2011-06-29,Iraq,Syria,1,2,Friendly,Iraq,False
2011-06-29,Malaysia,Taiwan,2,1,World Cup qualifier,Malaysia,False
2011-06-29,Bangladesh,Pakistan,3,0,World Cup qualifier,Bangladesh,False
2011-06-29,Cambodia,Laos,4,2,World Cup qualifier,Cambodia,False
2011-06-29,Nepal,East Timor,2,1,World Cup qualifier,Nepal,False
2011-07-01,Argentina,Bolivia,1,1,Copa America,Argentina,False
2011-07-02,Lebanon,Kuwait,0,6,Friendly,Lebanon,False
2011-07-02,Nepal,East Timor,5,0,World Cup qualifier,Nepal,False
2011-07-02,Colombia,Costa Rica,1,0,Copa America,Argentina,True
2011-07-02,Turks and Caicos Islands,Bahamas,0,4,World Cup qualifier,Turks and Caicos Islands,False
2011-07-03,Philippines,Sri Lanka,4,0,World Cup qualifier,Philippines,False
2011-07-03,Palestine,Afghanistan,1,1,World Cup qualifier,Palestine,False
2011-07-03,Myanmar,Mongolia,2,0,World Cup qualifier,Myanmar,False
2011-07-03,Macao,Vietnam,1,7,World Cup qualifier,Macao,False
2011-07-03,Taiwan,Malaysia,3,2,World Cup qualifier,Taiwan,False
2011-07-03,Pakistan,Bangladesh,0,0,World Cup qualifier,Pakistan,False
2011-07-03,Laos,Cambodia,6,2,World Cup qualifier,Laos,False
2011-07-03,US Virgin Islands,British Virgin Islands,2,0,World Cup qualifier,US Virgin Islands,False
2011-07-03,Brazil,Venezuela,0,0,Copa America,Argentina,True
2011-07-03,Ecuador,Paraguay,0,0,Copa America,Argentina,True
2011-07-04,Chile,Mexico,2,1,Copa America,Argentina,True
2011-07-04,Peru,Uruguay,1,1,Copa America,Argentina,True
2011-07-05,Syria,Jordan,3,1,Friendly,Turkey,True
2011-07-06,Kuwait,Oman,1,1,Friendly,Lebanon,True
2011-07-06,Malawi,Namibia,0,1,Friendly,Malawi,False
2011-07-06,Argentina,Colombia,0,0,Copa America,Argentina,False
2011-07-07,Costa Rica,Bolivia,2,0,Copa America,Argentina,True
2011-07-07,Solomon Islands,Vanuatu,2,1,Friendly,Solomon Islands,False
2011-07-08,Jordan,Yemen,4,0,Friendly,Turkey,True
2011-07-08,Peru,Mexico,1,0,Copa America,Argentina,True
2011-07-08,Aruba,Saint Lucia,4,2,World Cup qualifier,Aruba,False
2011-07-08,Dominican Republic,Anguilla,2,0,World Cup qualifier,Dominican Republic,False
2011-07-08,Chile,Uruguay,1,1,Copa America,Argentina,True
2011-07-09,Lebanon,Oman,0,1,Friendly,Lebanon,False
2011-07-09,Bahamas,Turks and Caicos Islands,6,0,World Cup qualifier,Bahamas,False
2011-07-09,Brazil,Paraguay,2,2,Copa America,Argentina,True
2011-07-09,Venezuela,Ecuador,1,0,Copa America,Argentina,True
2011-07-09,Solomon Islands,Vanuatu,0,0,Friendly,Solomon Islands,False
2011-07-10,Maldives,India,1,1,Friendly,Maldives,False
2011-07-10,Dominican Republic,Anguilla,4,0,World Cup qualifier,Dominican Republic,False
2011-07-10,British Virgin Islands,US Virgin Islands,1,2,World Cup qualifier,British Virgin Islands,False
2011-07-10,Colombia,Bolivia,2,0,Copa America,Argentina,True
2011-07-11,Argentina,Costa Rica,3,0,Copa America,Argentina,False
2011-07-12,Uruguay,Mexico,1,0,Copa America,Argentina,True
2011-07-12,Saint Lucia,Aruba,4,2,World Cup qualifier,Saint Lucia,False
2011-07-12,Chile,Peru,1,0,Copa America,Argentina,True
2011-07-13,Kuwait,Iraq,2,0,Friendly tournament,Jordan,True
2011-07-13,Jordan,Saudi Arabia,1,1,Friendly tournament,Jordan,False
2011-07-13,Brazil,Ecuador,4,2,Copa America,Argentina,True
2011-07-13,Paraguay,Venezuela,3,3,Copa America,Argentina,True
2011-07-13,Fiji,Vanuatu,2,0,Friendly,Fiji,False
2011-07-14,Thailand,Myanmar,1,0,Friendly,Thailand,False
2011-07-15,Oman,Syria,1,1,Friendly,Lebanon,True
2011-07-15,Thailand,Myanmar,1,1,Friendly,Thailand,False
2011-07-15,Fiji,Vanuatu,1,2,Friendly,Fiji,False
2011-07-16,Jordan,Iraq,1,1,Friendly tournament,Jordan,False
2011-07-16,Kuwait,Saudi Arabia,1,0,Friendly tournament,Jordan,True
2011-07-16,Argentina,Uruguay,1,1,Copa America,Argentina,False
2011-07-16,Peru,Colombia,2,0,Copa America,Argentina,True
2011-07-17,Qatar,India,1,2,Friendly,Qatar,False
2011-07-17,United Arab Emirates,Lebanon,6,2,Friendly,United Arab Emirates,False
2011-07-17,Iran,Madagascar,1,0,Friendly,Iran,False
2011-07-17,Belize,Montserrat,3,1,World Cup qualifier,Honduras,True
2011-07-17,Venezuela,Chile,2,1,Copa America,Argentina,True
2011-07-17,Brazil,Paraguay,0,0,Copa America,Argentina,True
2011-07-18,Singapore,Taiwan,3,2,Friendly,Singapore,False
2011-07-19,Uruguay,Peru,2,0,Copa America,Argentina,True
2011-07-20,Paraguay,Venezuela,0,0,Copa America,Argentina,True
2011-07-23,Kuwait,Philippines,3,0,World Cup qualifier,Kuwait,False
2011-07-23,China,Laos,7,2,World Cup qualifier,China,False
2011-07-23,Turkmenistan,Indonesia,1,1,World Cup qualifier,Turkmenistan,False
2011-07-23,United Arab Emirates,India,3,0,World Cup qualifier,United Arab Emirates,False
2011-07-23,Lebanon,Bangladesh,4,0,World Cup qualifier,Lebanon,False
2011-07-23,Iran,Maldives,4,0,World Cup qualifier,Iran,False
2011-07-23,Qatar,Vietnam,3,0,World Cup qualifier,Qatar,False
2011-07-23,Syria,Tajikistan,2,1,World Cup qualifier,Jordan,True
2011-07-23,Oman,Myanmar,2,0,World Cup qualifier,Oman,False
2011-07-23,Saudi Arabia,Hong Kong,3,0,World Cup qualifier,Saudi Arabia,False
2011-07-23,Singapore,Malaysia,5,3,World Cup qualifier,Singapore,False
2011-07-23,Thailand,Palestine,1,0,World Cup qualifier,Thailand,False
2011-07-23,Uzbekistan,Kyrgyzstan,4,0,World Cup qualifier,Uzbekistan,False
2011-07-23,Iraq,Yemen,2,0,World Cup qualifier,Iraq,False
2011-07-23,Jordan,Nepal,9,0,World Cup qualifier,Jordan,False
2011-07-23,Peru,Venezuela,4,1,Copa America,Argentina,True
2011-07-24,Liberia,Gambia,3,2,Friendly,Liberia,False
2011-07-24,Uruguay,Paraguay,3,0,Copa America,Argentina,True
2011-07-27,Vanuatu,Solomon Islands,0,0,Friendly,Vanuatu,False
2011-07-28,Philippines,Kuwait,1,2,World Cup qualifier,Philippines,False
2011-07-28,Laos,China,1,6,World Cup qualifier,Laos,False
2011-07-28,Indonesia,Turkmenistan,4,3,World Cup qualifier,Indonesia,False
2011-07-28,India,United Arab Emirates,2,2,World Cup qualifier,India,False
2011-07-28,Bangladesh,Lebanon,2,0,World Cup qualifier,Bangladesh,False
2011-07-28,Maldives,Iran,0,1,World Cup qualifier,Maldives,False
2011-07-28,Vietnam,Qatar,2,1,World Cup qualifier,Vietnam,False
2011-07-28,Tajikistan,Syria,0,4,World Cup qualifier,Tajikistan,False
2011-07-28,Myanmar,Oman,0,2,World Cup qualifier,Myanmar,False
2011-07-28,Hong Kong,Saudi Arabia,0,5,World Cup qualifier,Hong Kong,False
2011-07-28,Malaysia,Singapore,1,1,World Cup qualifier,Malaysia,False
2011-07-28,Palestine,Thailand,2,2,World Cup qualifier,Palestine,False
2011-07-28,Kyrgyzstan,Uzbekistan,0,3,World Cup qualifier,Kyrgyzstan,False
2011-07-28,Iraq,Yemen,0,0,World Cup qualifier,United Arab Emirates,True
2011-07-28,Nepal,Jordan,1,1,World Cup qualifier,Nepal,False
2011-07-29,Mauritius,Mayotte,0,2,Friendly,Mauritius,False
2011-07-30,Vanuatu,Solomon Islands,2,0,Friendly,Vanuatu,False
2011-07-31,Botswana,Swaziland,2,0,Friendly,South Africa,True
2011-08-04,Maldives,Mauritius,1,1,Indian Ocean Games,Seychelles,True
2011-08-04,Madagascar,Mayotte,1,1,Indian Ocean Games,Seychelles,True
2011-08-04,Seychelles,Comoros,0,0,Indian Ocean Games,Seychelles,False
2011-08-06,Comoros,Maldives,2,2,Indian Ocean Games,Seychelles,True
2011-08-06,Reunion,Madagascar,2,1,Indian Ocean Games,Seychelles,True
2011-08-06,Seychelles,Mauritius,2,1,Indian Ocean Games,Seychelles,False
2011-08-07,El Salvador,Venezuela,2,1,Friendly,United States,True
2011-08-08,Mayotte,Reunion,2,0,Indian Ocean Games,Seychelles,True
2011-08-09,Seychelles,Maldives,5,1,Indian Ocean Games,Seychelles,False
2011-08-09,Mauritius,Comoros,2,0,Indian Ocean Games,Seychelles,True
2011-08-10,Japan,South Korea,3,0,Friendly,Japan,False
2011-08-10,Wales,Australia,1,2,Friendly,Wales,False
2011-08-10,China,Jamaica,1,0,Friendly,China,False
2011-08-10,Kazakhstan,Syria,1,1,Friendly,Kazakhstan,False
2011-08-10,Kuwait,North Korea,0,0,Friendly,Kuwait,False
2011-08-10,Bahrain,Oman,1,1,Friendly,United Arab Emirates,True
2011-08-10,South Africa,Burkina Faso,3,0,Friendly,South Africa,False
2011-08-10,Botswana,Kenya,1,0,Friendly,Botswana,False
2011-08-10,Zimbabwe,Zambia,2,0,Friendly,Zimbabwe,False
2011-08-10,Gambia,DR Congo,3,0,Friendly,The Gambia,True
2011-08-10,Guinea-Bissau,Equatorial Guinea,4,1,Friendly,Portugal,True
2011-08-10,Niger,Togo,3,3,Friendly,Niger,False
2011-08-10,Tunisia,Mali,4,2,Friendly,Tunisia,False
2011-08-10,Senegal,Morocco,0,2,Friendly,Senegal,False
2011-08-10,Malta,Central African Republic,2,1,Friendly,Malta,False
2011-08-10,Gabon,Guinea,1,1,Friendly,France,True
2011-08-10,Ivory Coast,Israel,4,3,Friendly,Switzerland,True
2011-08-10,Liberia,Angola,0,0,Friendly,Liberia,False
2011-08-10,United States,Mexico,1,1,Friendly,United States,False
2011-08-10,Costa Rica,Ecuador,0,2,Friendly,Costa Rica,False
2011-08-10,Honduras,Venezuela,2,0,Friendly,United States,True
2011-08-10,Bolivia,Panama,1,3,Friendly,Bolivia,False
2011-08-10,France,Chile,1,1,Friendly,France,False
2011-08-10,Germany,Brazil,3,2,Friendly,Germany,False
2011-08-10,Scotland,Denmark,2,1,Friendly,Scotland,False
2011-08-10,Northern Ireland,Faroe Islands,4,0,European Championship qual,Northern Ireland,False
2011-08-10,Austria,Slovakia,1,2,Friendly,Austria,False
2011-08-10,Hungary,Iceland,4,0,Friendly,Hungary,False
2011-08-10,Slovenia,Belgium,0,0,Friendly,Slovenia,False
2011-08-10,Liechtenstein,Switzerland,1,2,Friendly,Liechtenstein,False
2011-08-10,Ukraine,Sweden,0,1,Friendly,Ukraine,False
2011-08-10,Norway,Czechia,3,0,Friendly,Norway,False
2011-08-10,Italy,Spain,2,1,Friendly,Italy,False
2011-08-10,Latvia,Finland,0,2,Friendly,Latvia,False
2011-08-10,Portugal,Luxembourg,5,0,Friendly,Portugal,False
2011-08-10,Russia,Serbia,1,0,Friendly,Russia,False
2011-08-10,Turkey,Estonia,3,0,Friendly,Turkey,False
2011-08-10,Poland,Georgia,1,0,Friendly,Poland,False
2011-08-10,San Marino,Romania,0,1,Friendly,San Marino,False
2011-08-10,Lithuania,Armenia,3,0,Friendly,Lithuania,False
2011-08-10,Belarus,Bulgaria,1,0,Friendly,Belarus,False
2011-08-10,Ireland,Croatia,0,0,Friendly,Ireland,False
2011-08-10,Bosnia and Herzegovina,Greece,0,0,Friendly,Bosnia and Herzegovina,False
2011-08-10,Albania,Montenegro,3,2,Friendly,Albania,False
2011-08-10,Cyprus,Moldova,3,2,Friendly,Cyprus,False
2011-08-10,Azerbaijan,Macedonia,0,1,Friendly,Azerbaijan,False
2011-08-11,Mauritius,Mayotte,0,0,Indian Ocean Games,Seychelles,True
2011-08-11,Seychelles,Reunion,2,1,Indian Ocean Games,Seychelles,False
2011-08-13,Seychelles,Mauritius,1,1,Indian Ocean Games,Seychelles,False
2011-08-13,Reunion,Mayotte,1,0,Indian Ocean Games,Seychelles,True
2011-08-14,Liberia,Niger,0,0,Friendly,Liberia,False
2011-08-17,Lebanon,Syria,2,3,Friendly,Lebanon,False
2011-08-17,Fiji,Samoa,3,0,Friendly,Fiji,False
2011-08-18,Fiji,Samoa,5,1,Friendly,Fiji,False
2011-08-19,Qatar,Iraq,0,1,Friendly,Qatar,False
2011-08-19,Eritrea,Sudan,0,3,Friendly,Eritrea,False
2011-08-20,Lesotho,Swaziland,0,0,Friendly,Lesotho,False
2011-08-20,Dominican Republic,Curaçao,1,0,Friendly,Dominican Republic,False
2011-08-21,Trinidad and Tobago,India,3,0,Friendly,Trinidad and Tobago,False
2011-08-21,Dominican Republic,Curaçao,1,0,Friendly,Dominican Republic,False
2011-08-21,Barbados,Saint Lucia,4,0,Friendly,Barbados,False
2011-08-22,Indonesia,Palestine,4,1,Friendly,Indonesia,False
2011-08-22,Jordan,Tunisia,3,3,Friendly,Jordan,False
2011-08-22,Lesotho,Swaziland,0,1,Friendly,Lesotho,False
2011-08-22,Tuvalu,Samoa,3,0,Friendly,Fiji,True
2011-08-24,Guyana,India,2,1,Friendly,Guyana,False
2011-08-24,Thailand,Singapore,0,0,Friendly,Thailand,False
2011-08-25,United Arab Emirates,Qatar,3,1,Friendly,United Arab Emirates,False
2011-08-26,Bahrain,Sudan,1,0,Friendly,Bahrain,False
2011-08-26,Antigua and Barbuda,St Vincent & Grenadines,1,0,Friendly,Antigua and Barbuda,False
2011-08-27,Jordan,Indonesia,1,0,Friendly,Jordan,False
2011-08-27,Oman,Kuwait,1,0,Friendly,Oman,False
2011-08-27,Solomon Islands,Guam,7,0,Pacific Games,New Caledonia,True
